Tipo	Departamento	Titulo	Objetivo	Dominant_Topic	Dominant_Words
Administrativos	LIMA	Asignación de remuneraciones a funcionarios de confianza, que exceden el límite establecido en el Decreto de Urgencia n° 038-2006	Determinar si las remuneraciones, bonos de desempeño y escolaridad, asignados para los funcionarios de confianza, se realizaron de conformidad a la normativa vigente y disposiciones internas de la entidad.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	Proceso de ejecución de la obra: Ampliación del servicio de Educación Inicial de la IE N°1289 en la localidad de Huaycán - Arenero Huaycán, distrito de Ate - código SNIP N° 319270	Determinar si la elaboración del expediente técnico, ejecución y supervisión de la obra "Ampliación del servicio de Educación Inicial de la I.E. N° 1289 de Huaycán - Arenero Huaycán, distrito de Ate con código SNIP N.° 319270, se llevó a cabo de acuerdo a la normativa legal aplicable y a las estipulaciones contractuales.	12	0.050*"control" + 0.037*"informe" + 0.028*"obra" + 0.025*"hecho" + 0.024*"posterior" + 0.019*"entidad" + 0.017*"especifico" + 0.015*"funcionario" + 0.015*"residuos_solido" + 0.015*"distrito"
Administrativos	LIMA	AL PROCESO DE FISCALIZACIÓN ADMINISTRATIVA POR SEGURIDAD VIAL Y TRANSPORTE, PERIODO ENERO - DICIEMBRE 2016	DETERMINAR SI LOS INGRESOS POR PAPELETAS DE TRANSPORTE SE APLICAN Y RECAUDAN DE ACUERDO A LA NORMATIVA VIGENTE.	3	0.029*"servicio" + 0.028*"disponer" + 0.023*"control" + 0.019*"municipal" + 0.018*"subgerencia" + 0.015*"contratación" + 0.014*"gerencia" + 0.013*"municipalidad" + 0.013*"logistico" + 0.011*"administrativo"
Administrativos	LIMA	Proceso de transferencia de gestión administrativa para las autoridades electas para el período 2019-2022, en el marco de la Ley n° 30204 que regula dicha transferencia	Determinar si el proceso de transferencia de gestión administrativa para las autoridades electas en la Municipalidad Distrital de Comas, periodo 2019 - 2022, se ha efectuado de acuerdo a las disposiciones legales vigentes.	21	0.028*"control" + 0.025*"entidad" + 0.022*"informe" + 0.020*"municipalidad" + 0.019*"distrital" + 0.015*"hecho" + 0.015*"posterior" + 0.014*"funcionario" + 0.013*"uso" + 0.012*"articulo"
Administrativos	LIMA	Expedientes técnicos de obras no consideraron autorizaciones que garanticen la ejecución de obra lo que originó demoras en el trámite de autorización de interferencia de vías y a pesar de ello se inició la ejecución interfiriendo la vía lo que ocasionó su paralización con la consecuente ampliación de plazo para el contratista y el supervisor generando mayores pagos de supervisión por S/ 39 823,01	Determinar si las ampliaciones de plazo, autorizaciones de interferencias y reconocimiento de gastos generales de la supervisión de las obras en paquete correspondientes a la LP N° 011-2017- CS/ MSI se realizaron según la normativa en contrataciones, ordenanzas municipales, estipulaciones contractuales y demás normativa vigente.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	Pago de aguinaldo por Fiestas Patrias - 2018, a favor de funcionarios designados en cargos de confianza	Determinar si el cálculo y pago de aguinaldo por fiestas patrias correspondiente al mes de julio de 2018, realizado a los funcionarios con cargo de confianza de la Municipalidad Distrital de Carabayllo, se efectuaron conforme a la normatividad aplicable.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	Contratación complementaria para el servicio de recolección, transporte y disposición final de residuos sólidos en el distrito de Santa Anita, año 2019	Determinar si en el proceso de gestión de abastecimiento para el servicio de recolección, transporte y disposición final de residuos sólidos del distrito de Santa Anita, para el año 2019, se ha cumplido con la normativa legal aplicable; asimismo, si se ha cumplido con la finalidad pública de la citada contratación.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	Imposición y pago de multas e intereses por infracciones tributarias	Determinar si la Administración durante el periodo de setiembre de 2014 a junio de 2019, cumplió con declarar y pagar oportunamente sus obligaciones tributarias concernientes a retenciones, evitando la imposición y pago de multas e intereses.	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	CONTRATACIÓN DE LOCADOR Y RECLUTAMIENTO DE PERSONAL PARA LA PROCURADURÍA PÚBLICA MUNICIPAL	DETERMINAR SI LA CONTRATACIÓN Y EJECUCIÓN DEL SERVICIO DE LOCADOR; Y, POSTERIOR RECLUTAMIENTO Y CUMPLIMIENTO DE FUNCIONES COMO PERSONAL PARA LA PROCURADURÍA PÚBLICA MUNICIPAL, HAN SIDO ACORDES CON LA NORMATIVA Y DISPOSICIONES INTERNAS APLICABLES.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	Auditoría de Cumplimiento a la Municipalidad Distrital de Pueblo Libre- Procedimiento de Selección- Adjudicación Simplificada n° 002-2016- MDPL/ CS Servicio de asesoría para la determinación o actualización de los valores arancelarios de terrenos urbanos, su ejecución y aplicación correspondiente al período 2017	Determinar si el procedimiento de selección Adjudicación Simplificada n.° 002-2016- MPL/ CS, "Servicio de asesoría para la determinación o actualización de los valores arancelarios de terrenos urbanos", se realizó conforme a la normativa legal vigente, asimismo; verificar si la ejecución, aplicación y cobro arancelarios del periodo 2017 contaban con la aprobación del Ministerio de Vivienda, Construcción y Saneamiento, y dentro del marco legal.	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	Mejoramiento de los servicios de transitabilidad vehicular peatonal en las vías internas en las asociaciones de Leoncio Prado Oeste, sector Leoncio Prado, distrito de Puente Piedra, Lima	"Mejoramiento de los servicios de transitabilidad vehicular y peatonal en las vías internas en las asociaciones de Leoncio Prado Oeste, distrito de Puente Piedra, Lima, Lima", cumple con las especificaciones técnicas, especificaciones contractuales y normativa aplicable.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	Adquisición de piso de grass sintético para complejo deportivo	Determinar si la adquisición de piso de grass sintético para complejo deportivo, mediante contratación directa, se sujetó de acuerdo a la normativa vigente y otras disposiciones gubernamentales.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	Pagos por servicios de mantenimiento preventivo y correctivo a camiones compactadores inmovilizados ha ocasionado un perjuicio económico de S/181 617,24	Determinar si la contratación de los servicios de mantenimiento preventivo y correctivo cumplieron con la finalidad publica de conformidad con la normativa vigente.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	Pagos por servicios no brindados relacionados al evento Navidad del Adulto Mayor ocasionaron perjuicio económico por S/190 000,00	Determinar si los pagos por los servicios de presentación artística cumplieron con la finalidad pública y cuentan con el sustento pertinente de conformidad con la normativa vigente.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	A LA OBRA:MEJORAMIENTO Y AMPLIACIÓN DE LA CAPACIDAD DE SERVICIOS EN EL ESTADIO MUNICIPAL DE PACHACÁMAC, DISTRITO DE PACHACÁMAC, LIMA,PERÍODO: 2 DE ENERO DEL 2016 AL 30 DE DICIEMBRE DE 2016	DETERMINAR SI EL PROCESO DE CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA MEJORAMIENTO Y AMPLIACIÓN DE LA CAPACIDAD DE SERVICIOS EN EL ESTADIO MUNICIPAL DE PACHACAMAC DISTRITO DE PACHACAMAC LIMA LIMA ASÍ COMO LA CONTRATACIÓN DEL SERVICIO DE CONSUL TORÍA DE OBRA PARA LA SUPERVISIÓN SE EFECTUARON DE ACUERDO A LO ESTABLECIDO EN LA NORMATIVA DISPOSICIONES INTERNAS Y LAS ESTIPULACIONES CONTRACTUALES.	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	Servicios de examen de laboratorio clínico, anatomopatológicos, odontología y radiología para los Policlínicos Municipales Villasol, Trébol y Pro Lima	Determinar si la contratación de los servicios de exámenes de laboratorio clínico, anatomopatológicos, odontología y radiología para los Policlínicos Municipales de Villasol, Trébol y Pro Lima, se efectuaron conforme a la normativa aplicable.	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	CONTRATACIÓN, ALMACENAMIENTO Y DISTRIBUCIÓN DE LOS INSUMOS (LECHE Y HOJUELAS) DEL PROGRAMA DEL VASO DE LECHE (PVL)	DETERMINAR SI EL PROCESO DE CONTRATACIÓN DE LOS INSUMOS (LECHE Y HOJUELAS) DEL PROGRAMA DEL VASO DE LECHE, ASÍ COMO EL ALMACENAMIENTO Y DISTRIBUCIÓN SE REALIZARON DE CONFORMIDAD CON LA NORMATIVA DE CONTRATACIONES Y CON LAS NORMAS APLICABLES AL PROGRAMA SOCIAL.	3	0.029*"servicio" + 0.028*"disponer" + 0.023*"control" + 0.019*"municipal" + 0.018*"subgerencia" + 0.015*"contratación" + 0.014*"gerencia" + 0.013*"municipalidad" + 0.013*"logistico" + 0.011*"administrativo"
Administrativos	LIMA	MATERIALES DE CONSTRUCCION PARA ENTIDADES PÚBLICAS Y PRIVADAS, OTORGADOS BAJO LA DENOMINACION DE "DONACION", EN LOS PERIODOS 2017 - 2018	Determinar si los gastos por entregas de materiales de construcción a entidades públicas y privadas bajo la denominación de "Donaciones", se sujetan de acuerdo a la normativa vigente y otras aplicaciones vigentes.	21	0.028*"control" + 0.025*"entidad" + 0.022*"informe" + 0.020*"municipalidad" + 0.019*"distrital" + 0.015*"hecho" + 0.015*"posterior" + 0.014*"funcionario" + 0.013*"uso" + 0.012*"articulo"
Administrativos	LIMA	Adquisición de alimentos para el programa social Pantbc en el año 2018, derivado de la ejecución de los contratos nos. 30, 32 y 33-2018- SGLSG- GA / MDSA"	Determinar si en el proceso de gestión de abastecimiento para la adquisición de alimentos para el programa PANTBC para el año 2018, se ha cumplido con la normativa legal aplicable y su finalidad pública.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	Pagos indebidos de gratificación a los funcionarios públicos de la MDEA en el año 2015	Determinar si los pagos por concepto de aguinaldo a los ex funcionarios de la Municipalidad Distrital de El Agustino que laboraron bajo el régimen laboral del Decreto Legislativo 276 durante el año 2015 se realizaron de acuerdo a las Leyes, normas y demás disposiciones vigentes.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	Proceso de contratación para la elaboración de perfil de inversión pública, expediente técnico, ejecución y supervisión de seis obras públicas	Determinar si el proceso de contratación para la elaboración de perfil de inversión pública, expediente técnico, ejecución y supervisión de seis (6) obras públicas, se realizaron en el marco a la normativa aplicable, disposiciones internas y estipulaciones contractuales.	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	Ejecución de partidas adicionales, mayores metrados y deductivos realizados en la obra "Creación de las condiciones de transitabilidad en la AV. San Marcelo, vía de acceso a la capital del distrito, localidad de Yangas y anexos con código SNIP: 2380063 y su recepción	Determinar si las partidas adicionales, mayores metrados y deductivos de la obra "Creación de las condiciones de transitabilidad en la Av. San Marcelo, vía de acceso a la capital del distrito, localidad de Yangas y anexos con código SNIP: 2380063"; así como, la recepción se realizó de conformidad con lo establecido en la normativa vigente aplicable y las disposiciones contractuales.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	Otorgamiento, ejecución y rendición de encargos	Determinar si el otorgamiento, ejecución y rendición de los fondos entregados al personal de la Municipalidad Distrital de Santa María, en la modalidad de encargos, se realizaron conforme a la normativa aplicable.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	Prescripción de deudas tributarias por impuesto predial y arbitrios municipales	Establecer si la prescripción de deudas tributarias por impuesto predial y arbitrios municipales se realizó de acuerdo con las disposiciones internas y normativa aplicable.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	PRESCRIPCIÓN DE DEUDAS TRIBUTARIAS POR IMPUESTO PREDIAL Y ARBITRIOS	ESTABLECER SI EL PROCESO DE PRESCRIPCIÓN DE DEUDAS TRIBUTARIAS POR IMPUESTO PREDIAL Y ARBITRIOS, SE REALIZARON DE ACUERDO A LAS DISPOSICIONES INTERNAS Y NORMATIVA APLICABLE.	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	Contratación del servicio de alquiler de vehículos con cámara de vídeo para la flota de serenazgo	Determinar si los actos preparatorios, procedimiento de selección, ejecución de la contratación del "Servicio de alquiler de vehículos con cámara de video para la flota de serenazgo de la Municipalidad Distrital de Santiago de Surco", se realizaron en concordancia con el marco normativo aplicable, las disposiciones internas y estipulaciones contractuales.	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	Autorización, utilización y rendición de fondos bajo la modalidad de encargos internos otorgados al personal	Determinar si el otorgamiento, ejecución y rendición de los fondos entregados bajo la modalidad de encargos internos a personal de la Municipalidad Distrital de Jesús María, se efectuaron de conformidad a la normativa aplicable y disposiciones internas.	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	CONTRATACIONES DE BIENES Y SERVICIOS POR IMPORTES IGUALES O INFERIORES A 8 UNIDADES IMPOSITIVAS TRIBUTARIAS - UIT	DETERMINAR SI LAS CONTRATACIONES DE BIENES Y SERVICIOS POR IMPORTES IGUALES O INFERIORES A 8 UIT, SE REALIZARON TENIENDO EN CUENTA LA NORMATIVA DE CONTRATACIONES Y OTRAS NORMAS APLICABLES.	3	0.029*"servicio" + 0.028*"disponer" + 0.023*"control" + 0.019*"municipal" + 0.018*"subgerencia" + 0.015*"contratación" + 0.014*"gerencia" + 0.013*"municipalidad" + 0.013*"logistico" + 0.011*"administrativo"
Administrativos	LIMA	"Recaudación, custodia, depósito y registro de los fondos públicos de los rubros: 08 Impuestos Municipales y 09 Recursos Directamente Recaudados"	Determinar si la	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	CONTRATACIONES DE COMBUSTIBLE PARA LAS UNIDADES VEHICULARES DE LA MUNICIPALIDAD	DETERMINAR SI EL PROCESO DE CONTRATACIÓN PARA LAS ADQUISICIONES DE COMBUSTIBLES MEDIANTE LICITACIÓN PÚBLICA POR SUBASTA INVERSA PRESENCIAL N. ° 006-2014- CE/ MDC, SUBASTA INVERSA ELECTRÓNICA N. ° 002-2016- CS/ MDC Y CONTRATACIONES DIRECTAS, SE EFECTUARON DE ACUERDO A LA NORMATIVA DE CONTRATACIONES, ESTIPULACIONES CONTRACTUALES Y DISPOSICIONES INTERNAS	9	0.056*"control" + 0.042*"informe" + 0.028*"posterior" + 0.028*"municipalidad" + 0.024*"hecho" + 0.023*"distrital" + 0.020*"servicio" + 0.017*"entidad" + 0.016*"especifico" + 0.015*"publico"
Administrativos	LIMA	CONTRATACIÓN DEL SERVICIO DE RIEGO POR CISTERNA DE ÁREAS VERDES EN EL DISTRITO DE LA MOLINA (CONCURSO PUBLICO N° 004-2016- MDLM) - PERIODO: 01 DE OCTUBRE DE 2016 AL 31 DE JULIO DE 2018	DETERMINAR SI LA CONTRATACIÓN DEL SERVICIO DE RIEGO POR CISTERNA DE ÁREAS VERDES EN EL DISTRITO DE LA MOLINA, EFECTUADA MEDIANTE EL CONCURSO PÚBLICO N° 04-2016- MDLM, SE EFECTUÓ DE ACUERDO A LA NORMATIVA DE CONTRATACIONES, ESTIPULACIONES CONTRACTUALES Y OTRAS NORMAS APLICABLES SOBRE LA MATERIA.	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	A los Ingresos Tributarios por Concepto de Impuestos y Arbitrios Municipales y Otros.	Determinar si la captación de ingresos tributarios por los conceptos de impuestos y arbitrios municipales, y otros cumplieron con las fases de recaudación, registro y depósito, según los procedimientos y controles establecidos en las disposiciones legales vigentes sobre esta materia.	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	Autorización y recaudación de la tasa de recojo de residuos sólidos del comercio ambulatorio del distrito de La Victoria	Determinar si el otorgamiento, control y fiscalización de las autorizaciones para el comercio ambulatorio en espacios públicos del distrito de La Victoria; y si la recaudación generada por dicha actividad, fueron realizadas en cumplimiento a la normativa aplicable y disposiciones internas.	3	0.029*"servicio" + 0.028*"disponer" + 0.023*"control" + 0.019*"municipal" + 0.018*"subgerencia" + 0.015*"contratación" + 0.014*"gerencia" + 0.013*"municipalidad" + 0.013*"logistico" + 0.011*"administrativo"
Administrativos	LIMA	Elaboración e implementación de catastro urbano multifinalitario	Determinar si el proceso de contratación del Concurso Público n.° 001-2013- MDC "Contratación de servicio de consultoría para la elaboración e implementación del catastro urbano multifinalitario en el distrito de Carabayllo, provincia y región de Lima", se realizó conforme a lo dispuesto en la normativa aplicable, estipulaciones contractuales y disposiciones internas.	11	0.066*"obra" + 0.025*"tecnico" + 0.024*"expediente" + 0.015*"contrato" + 0.014*"proyecto" + 0.012*"proceso" + 0.012*"asi" + 0.011*"contratación" + 0.011*"control" + 0.010*"cumplir"
Administrativos	LIMA	"PROCESO DE CONTRATACIÓN: ADQUISICIÓN DE 10 CAMIONES COMPACTADORES DE 15 M3"	Determinar si el proceso de contratación de la Licitación Pública N° 001-2015- CE/ MVMT "Adquisición de 10 Camiones Compactadores de 15m3 para la Municipalidad Distrital de Villa María del Triunfo", se realizó conforme a lo dispuesto en la normativa aplicable, estipulaciones contractuales y disposiciones internas.	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	CONSTRUCCIÓN Y MEJORAMIENTO DE INFRAESTRUCTURA EN ESTADIO MUNICIPAL	Determinar si el proyecto Construcción y Mejoramiento de Infraestructura del Estadio Municipal Joaquín Ormeño se realizó según lo establecido en la normativa aplicable y estipulaciones contractuales desde la etapa de preinversión e inversión, incluyendo los procesos de contratación de bienes y servicios.	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	Elaboración del expediente técnico, adquisición, instalación y equipamiento tecnológico de comunicación del proyecto "Mejoramiento del servicio de seguridad ciudadana en las 6 zonas urbanas del distrito de San Juan de Miraflores -Lima"	Determinar si el proceso de contratación de la Adjudicación Directa Selectiva n.° 005-2015- MDSJM/ CE, servicio de elaboración de expediente técnico y de la Licitación Pública n.° 009-2015- MDSJM/ CE del proyecto: "Adquisición, instalación y equipamiento tecnológico de comunicación del proyecto mejoramiento del servicio de seguridad ciudadana en las 6 zonas urbanas del distrito de San Juan de Miraflores", provincia y región Lima, se realizaron conforme a lo dispuesto en la normativa aplicable, estipulaciones contractuales y disposiciones internas.	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	SERVICIO DE ASESORÍA Y ASISTENCIA EN TEMAS DE RECUPERACIÓN Y EJECUCIÓN DE COBRANZA DE OBLIGACIONES TRIBUTARIAS Y NO TRIBUTARIAS Y SERVICIO DE ARTISTA PLÁSTICO PARA LA ELABORACIÓN DE UNA OBRA DE ARTE	DETERMINAR SI LOS PROCESOS DE CONTRATACIÓN DE SERVICIOS PARA LA RECUPERACION Y EJECUCION DE COBRANZA DE OBLIGACIONES TRIBUTARIAS Y SERVICIO PARA LA ELABORACION DE ESCUL TURA, SE EFECTUARON DE ACUERDO A LA NORMATIVA DE CONTRATACIONES, ESTIPULACIONES CONTRACTUALES Y OTRAS NORMAS APLICABLES A LA MATERIA.	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	EJECUCIÓN AL CONTRATO N°20-2015- GM- MLV CONTRATACIÓN DEL SERVICIO DE RECOLECCIÓN, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS SÓLIDOS	Determinar si la ejecución del contrato N° 20-2015- CG- MLV "Servicio de recolección, transporte y disposición final de residuos sólidos" se ha efectuado de acuerdo a la normativa vigente y disposiciones internas.	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	CONCURSO PÚBLICO N° 001-2015- CE/ MDSM "SERVICIO DE BARRIDO DE CALLES" DE LA MUNICIPALIDAD DISTRITAL DE SAN MIGUEL, LIMA, LIMA	Determinar si el Proceso de Contratación del Concurso Público n.° 01-2015- CE/ MDSM - "Servicio de Barrido de Calles", fue desarrollado conforme lo dispuesto en la normativa aplicable, estipulaciones contractuales establecidas y disposiciones internas.	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	"OTORGAMIENTO Y RENDICIÓN DE LOS FONDOS ENTREGADOS BAJO LA MODALIDAD DE ENCARGO"	Determinar si el otorgamiento, ejecución y rendición de los fondos entregados bajo la modalidad de encargos a personal de la Municipalidad Distrital de Lurín, se efectuaron conforme a la normativa aplicable y disposiciones internas.	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	ADMINISTRACIÓN, CONTROL Y USO DE LOS BIENES (CELULARES) ASIGNADOS A LOS FUNCIONARIOS Y SERVIDORES PÚBLICOS DE LA MDSMP , MEDIANTE LOS CUALES SE HAN REALIZADO ACTOS DE PROSELITISMO POLÍTICO	DETERMINAR SI EL USO, ADMINISTRACIÓN Y CONTROL DE LOS BIENES (CELULARES) ASIGNADOS A LOS FUNCIONARIOS Y SERVIDORES DE LA MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES, SE HAN LLEVADO A CABO SEGÚN LA NORMATIVA APLICABLE, DISPOSICIONES INTERNAS Y ESTIPULACIONES CONTRACTUALES.	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	Auditoria de cumplimiento a la Municipalidad Distrital de Punta Negra, provincia y región Lima, ADQUISICIÓN DE MÁQUINARIA PESADA - COMPACTADORA DE 15 M3	Determinar si el Proceso de Contratación de la Licitación Pública n.° 001-2016- MDPN- CS - Primera Convocatoria "Adquisición de maquinaria pesada - compactadora de 15 m3", fue desarrollado conforme lo dispuesto en la normativa aplicable, estipulaciones contractuales establecidas y disposiciones internas"	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
Administrativos	LIMA	INFORME DE AUDITORÍA DE CUMPLIMIENTO A LA MUNICIPALIDAD DISTRITAL DE CHILCA: "DONACIONES, CONTRATACIONES Y EXPEDIENTE TÉCNICO DE OBRA"	Determinar si las donaciones recibidas por la	28	0.039*"informe" + 0.023*"funcionario" + 0.023*"control" + 0.022*"disponer" + 0.020*"entidad" + 0.015*"municipalidad" + 0.014*"posterior" + 0.013*"adm" + 0.013*"servicio" + 0.013*"distrital"
